epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
132,4584.46,0.74236,0.66363,1.04544,0.92312,0.66481,0.7323,0.57938,1.03217,0.71072,1.30443,0.00060155,0.00060155,0.00060155
133,4621.15,0.76046,0.6832,1.04091,0.93985,0.66138,0.73006,0.59134,1.01161,0.73355,1.27106,0.0005966,0.0005966,0.0005966
134,4656.95,0.72185,0.62854,1.03596,0.91211,0.68296,0.7349,0.60477,1.00447,0.84764,1.25282,0.00059165,0.00059165,0.00059165
135,4693.14,0.75154,0.64921,1.05335,0.94831,0.66617,0.73541,0.58228,1.09824,0.89326,1.31642,0.0005867,0.0005867,0.0005867
136,4729.66,0.74671,0.71659,1.05814,0.9453,0.66615,0.73048,0.57358,1.03512,0.82972,1.26957,0.00058175,0.00058175,0.00058175
137,4766.92,0.7703,0.70928,1.07152,0.94232,0.68772,0.72993,0.56524,1.01206,0.83217,1.27308,0.0005768,0.0005768,0.0005768
138,4803.3,0.77453,0.66688,1.06264,0.93901,0.68818,0.73532,0.59738,1.01836,0.79061,1.29857,0.00057185,0.00057185,0.00057185
139,4839.89,0.76982,0.68565,1.06152,0.94743,0.70832,0.74574,0.60243,1.04557,0.68268,1.34847,0.0005669,0.0005669,0.0005669
140,4876.3,0.75061,0.60808,1.03655,0.90596,0.73113,0.74017,0.60573,1.03291,0.70759,1.33831,0.00056195,0.00056195,0.00056195
141,4912.08,0.70255,0.60244,1.01877,0.89774,0.73122,0.81016,0.58504,1.05033,0.71704,1.34423,0.000557,0.000557,0.000557
142,4947.87,0.77974,0.7121,1.0648,0.88722,0.72641,0.83057,0.60385,1.05341,0.72359,1.29932,0.00055205,0.00055205,0.00055205
143,4984.06,0.77989,0.67649,1.08874,0.9276,0.65525,0.85692,0.60265,1.15058,0.80697,1.34136,0.0005471,0.0005471,0.0005471
144,5020.61,0.76962,0.68104,1.05611,0.96426,0.65,0.85906,0.6016,1.13987,0.78437,1.34277,0.00054215,0.00054215,0.00054215
145,5057.53,0.69271,0.58536,1.01288,0.95846,0.6992,0.857,0.61555,1.15523,0.72052,1.35649,0.0005372,0.0005372,0.0005372
146,5092.62,0.72301,0.6019,1.0309,0.9486,0.71239,0.82883,0.60645,1.13674,0.73102,1.33606,0.00053225,0.00053225,0.00053225
147,5128.14,0.73019,0.62667,1.0358,0.94649,0.70764,0.83572,0.61134,1.08549,0.72974,1.26919,0.0005273,0.0005273,0.0005273
148,5161.15,0.74466,0.65029,1.05143,0.95697,0.68161,0.82354,0.61559,0.99669,0.73671,1.21664,0.00052235,0.00052235,0.00052235
149,5197.77,0.7551,0.69145,1.05539,0.77666,0.8068,0.82004,0.61381,1.04889,0.7562,1.28021,0.0005174,0.0005174,0.0005174
150,5234.92,0.67961,0.57623,1.01325,0.84568,0.71207,0.74052,0.60525,1.0735,0.70457,1.2999,0.00051245,0.00051245,0.00051245
151,5271.92,0.75994,0.66959,1.05292,0.86732,0.70441,0.73971,0.60623,1.05652,0.64553,1.28439,0.0005075,0.0005075,0.0005075
152,5309.27,0.72311,0.64021,1.04864,0.92332,0.69732,0.73928,0.60512,1.02797,0.65173,1.26819,0.00050255,0.00050255,0.00050255
153,5344.75,0.75236,0.64307,1.04883,0.93995,0.70027,0.74623,0.61609,1.02702,0.62263,1.25858,0.0004976,0.0004976,0.0004976
154,5381.36,0.68146,0.58834,1.01088,0.93479,0.70083,0.7484,0.61376,1.03629,0.67,1.28099,0.00049265,0.00049265,0.00049265
155,5414.3,0.69364,0.61041,1.02477,0.93535,0.70051,0.75358,0.59355,1.11093,0.75089,1.33082,0.0004877,0.0004877,0.0004877
156,5451.62,0.71308,0.61579,1.03442,0.93135,0.69701,0.75393,0.59864,1.09808,0.79151,1.36364,0.00048275,0.00048275,0.00048275
157,5488.47,0.69472,0.61399,1.00655,0.92549,0.69686,0.75346,0.60416,1.0794,0.82414,1.34129,0.0004778,0.0004778,0.0004778
158,5525.22,0.69198,0.58663,1.02185,0.92829,0.69496,0.7586,0.58901,1.11711,0.87494,1.36349,0.00047285,0.00047285,0.00047285
159,5560.1,0.72291,0.61423,1.03265,0.9225,0.68985,0.76316,0.60269,1.13616,0.80464,1.38275,0.0004679,0.0004679,0.0004679
160,5596.22,0.72302,0.63564,1.04946,0.91604,0.68879,0.75468,0.60294,1.16483,0.79451,1.41769,0.00046295,0.00046295,0.00046295
161,5632.75,0.67376,0.59738,1.00661,0.88243,0.7015,0.75393,0.60585,1.14348,0.7083,1.42022,0.000458,0.000458,0.000458
162,5669.35,0.749,0.6498,1.06174,0.87536,0.70574,0.75067,0.5946,1.04389,0.62501,1.33708,0.00045305,0.00045305,0.00045305
163,5705.78,0.71348,0.61095,1.0344,0.82864,0.76768,0.8284,0.61426,1.09554,0.67432,1.35463,0.0004481,0.0004481,0.0004481
164,5741.92,0.67522,0.60641,1.01798,0.85414,0.69167,0.77472,0.57397,1.17,0.76515,1.37491,0.00044315,0.00044315,0.00044315
165,5778.11,0.69532,0.60448,1.01408,0.84163,0.69167,0.73147,0.56961,1.14926,0.828,1.36421,0.0004382,0.0004382,0.0004382
166,5813.5,0.71737,0.62237,1.03728,0.82619,0.68383,0.73071,0.57589,1.13172,0.86443,1.37335,0.00043325,0.00043325,0.00043325
